latitude,longitude
41.6834281,-87.6684739
41.7657464,-87.6116114
41.8809135,-87.7109789
41.885796,-87.756836
41.8660286,-87.733753
41.9004763,-87.7508327
41.871538,-87.720738
41.8917276,-87.7223181
41.8917276,-87.7223181
41.896908,-87.752318
41.6909892,-87.6059836
41.9191484,-87.7135728
41.97047,-87.705204
41.793992,-87.624527
41.76242,-87.5679959
41.7158242,-87.6552556
41.8684945,-87.6640635
41.7928248,-87.6255988
41.7797065,-87.6156417
41.7710619,-87.6186204
41.7903095,-87.6681707
41.7420085,-87.7314029
41.735373,-87.553162
41.790345,-87.656332
41.8991992,-87.6259654
41.683301,-87.629164
41.7590012,-87.5627582
41.7811639,-87.662164
41.769622,-87.56868
42.0149959,-87.702204
41.8741215,-87.7425999
41.685242,-87.6277115
41.7274964,-87.6069822
41.759568,-87.6470439
41.8302972,-87.6850746
41.8822759,-87.7632648
41.838601,-87.724739
41.8103226,-87.6723151
41.7863759,-87.6960527
41.7863759,-87.6960527
41.804043,-87.6088591
41.8792607,-87.6962521
41.83976,-87.641796
41.751115,-87.6030849
41.73446,-87.619794
41.752865,-87.609264
41.8058296,-87.6045732
41.751426,-87.609792
41.751426,-87.609792
41.731344,-87.58308
41.7731946,-87.6104101
41.751979,-87.665035
41.748444,-87.660083
41.806649,-87.665296
41.95988,-87.658409
41.727239,-87.574635
41.796817,-87.718706
41.7682647,-87.6323211
41.796228,-87.624618
41.7358583,-87.625441
41.747512,-87.601782
41.9169006,-87.7486796
41.791831,-87.6962006
41.6840576,-87.6373028
41.792726,-87.622756
41.9014219,-87.689613
41.671989,-87.655461
41.9333675,-87.7467248
41.897417,-87.715506
41.9040591,-87.7570281
41.811075,-87.748493
41.7871288,-87.6376836
41.9836851,-87.6580351
41.7710966,-87.617012
41.7016446,-87.6281802
41.9083079,-87.7069537
41.6725271,-87.6224989
41.7296244,-87.5850175
41.7360468,-87.6462865
41.73469,-87.605184
41.775337,-87.693634
41.6798147,-87.6239683
41.6761046,-87.6322453
41.6761046,-87.6322453
41.784017,-87.596716
41.7371086,-87.5587798
