"133","4500 S. Troy St., Chicago, IL","41.811649","-87.703208"
"134","1700 N. Monitor Ave., Chicago, IL","41.911259","-87.771868"
"135","3500 S. Parnell Ave., Chicago, IL","41.8308091","-87.6400368"
"136","9000 S. Racine Ave., Chicago, IL","41.730315","-87.653523"
"137","9000 S. Racine Ave., Chicago, IL","41.730315","-87.653523"
"138","12100 S. Green St., Chicago, IL","41.6740203","-87.6430119"
"139","1300 W. 13th St., Chicago, IL","41.8651125","-87.6589404"
"140","4000 W. West End Ave., Chicago, IL","41.8833752","-87.7257469"
"141","1 W. 108th Pl., Chicago, IL","41.6970132","-87.623602"
"142","3600 N. Ashland Ave., Chicago, IL","41.9472809","-87.669233"
"143","5300 S. Hoyne Ave., Chicago, IL","41.797418","-87.677176"
"144","5300 S. Hoyne Ave., Chicago, IL","41.797418","-87.677176"
"145","3500 W. 83rd Pl., Chicago, IL","41.741737","-87.709642"
"146","1600 W. 79th St., Chicago, IL","41.7503533","-87.6635231"
"147","2700 S. Homan Ave., Chicago, IL","41.842498","-87.7101969"
"148","6200 S. Rhodes Ave., Chicago, IL","41.781942","-87.612409"
"149","6400 S. Maryland Ave., Chicago, IL","41.778442","-87.604992"
"150","1600 N. Mozart St., Chicago, IL","41.9102649","-87.6980368"
"151","1300 S. Throop St., Chicago, IL","41.770619","-87.657044"
"152","7900 S. Laflin St., Chicago, IL","41.7503777","-87.6610317"
"153","2600 W. 37th Pl., Chicago, IL","41.8256296","-87.6898248"
"154","8000 S. Brandon Ave., Chicago, IL","41.750015","-87.54713"
"155","11600 S. Peoria St., Chicago, IL","41.683113","-87.645319"
"156","10100 S. Michigan Ave., Chicago, IL","41.7107219","-87.6202349"
"157","7900 S. Troy St., Chicago, IL","41.7496205","-87.70118"
"158","2200 S. Leavitt St., Chicago, IL","41.8534316","-87.6808992"
"159","2200 S. Leavitt St., Chicago, IL","41.8534316","-87.6808992"
"160","11600 S. Hale Ave., Chicago, IL","41.682648","-87.672983"
"161","7000 S. Perry Ave., Chicago, IL","41.7672639","-87.6282291"
"162","200 N. Lorel Ave., Chicago, IL","41.88448","-87.759271"
"163","600 E. 88th St., Chicago, IL","41.735012","-87.609466"
"164","6500 S. Kenwood Ave. , Chicago, IL","41.776781","-87.593424"
"165","6500 S. Kenwood Ave., Chicago, IL","41.776781","-87.593424"
"166","5300 S. Justine St., Chicago, IL","41.7975629","-87.6637949"
"167","1500 S. Millard Ave., Chicago, IL","41.8607705","-87.716484"
"168","11100 S. Normal Ave., Chicago, IL","41.6924232","-87.6351612"
"169","2400 W. Roosevelt Rd., Chicago, IL","41.8637171","-87.8618068"
"170","5000 S. St. Lawrence Ave., Chicago, IL","41.8039465","-87.6113514"
"171","3000 S. Kostner Ave., Chicago, IL","41.838478","-87.73445"
"172","1500 S. Spaulding Ave., Chicago, IL","41.860763","-87.7082889"
"173","1700 E. 68th St., Chicago, IL","41.7715636","-87.5821223"
"174","1500 S. Sawyer Ave., Chicago, IL","41.86078","-87.707066"
"175","5100 N. Broadway, Chicago, IL","41.974834","-87.660185"
"176","11300 S. Vincennes Ave., Chicago, IL","41.68838","-87.666048"
"177","1300 W. Washburne Ave., Chicago, IL","41.8661376","-87.6551235"
"178","7300 S. Coles Ave., Chicago, IL","41.762985","-87.562201"
"179","1100 N. Keystone Ave., Chicago, IL","41.90095","-87.7278089"
"180","7100 S. Western Ave., Chicago, IL","41.7645591","-87.6836742"
"181","6800 S. Calumet Ave., Chicago, IL","41.7710966","-87.617012"
"182","13000 S. Drexel Ave., Chicago, IL","41.6586335","-87.6020262"
"183","5100 S. May St., Chicago, IL","41.801307","-87.654192"
"184","5100 S. May St., Chicago, IL","41.801307","-87.654192"
"185","6800 S. Indiana Ave., Chicago, IL","41.770887","-87.620692"
"186","100 E. 111th St., Chicago, IL","41.6926212","-87.6210276"
"187","6100 S. Rockwell St., Chicago, IL","41.78271","-87.688968"
"188","7500 S. Drexel Ave., Chicago, IL","41.7585943","-87.6029176"
"189","700 W. 50th Pl., Chicago, IL","41.8025475","-87.6429504"
"190","700 W. 50th Pl., Chicago, IL","41.8025475","-87.6429504"
"191","9300 S. Cottage Grove Ave., Chicago, IL","41.725096","-87.60182"
"192","6300 S. Rockwell St., Chicago, IL","41.7791639","-87.6885395"
"193","3900 S. Federal St., Chicago, IL","41.823329","-87.628911"
"194","5500 W. Henderson Ave., Chicago, IL","41.941606","-87.7643329"
"195","7300 S. May St., Chicago, IL","41.761277","-87.653153"
"196","8900 S. Brandon Ave., Chicago, IL","41.734438","-87.547334"
"197","7800 S. Western Ave., Chicago, IL","41.751533","-87.6829725"
"198","5100 S. Honore St., Chicago, IL","41.8012382","-87.6708756"
"199","2000 W. 70th Pl., Chicago, IL","41.765974","-87.673715"
"200","10700 S. Hoxie Ave., Chicago, IL","41.700845","-87.561047"
"201","1300 N. Lorel Ave., Chicago, IL","41.9040397","-87.7597669"
"202","2300 N. Laramie Ave., Chicago, IL","41.9222775","-87.7561044"
"203","2300 N. Laramie Ave., Chicago, IL","41.9222775","-87.7561044"
"204","1 E. 76th St., Chicago, IL","41.7564251","-87.6247134"
"205","900 W. Lawrence Ave., Chicago, IL","41.9691387","-87.6527435"
"206","1200 N. Mason Ave., Chicago, IL","41.9020205","-87.7741649"
"207","1200 N. Mason Ave., Chicago, IL","41.9020205","-87.7741649"
"208","700 W. 70th St., Chicago, IL","41.7670627","-87.6420202"
"209","6200 S. Rhodes Ave., Chicago, IL","41.781942","-87.612409"
"210","3700 W. Chicago Ave., Chicago, IL","41.895722","-87.718973"
"211","13000 S. Eberhart Ave., Chicago, IL","41.65807","-87.611468"
"212","9000 S. Dobson Ave., Chicago, IL","41.7312559","-87.5986619"
"213","1700 N. Luna Ave., Chicago, IL","41.911335","-87.764638"
"214","2500 S. Kildare Ave., Chicago, IL","41.845704","-87.731885"
"215","2500 S. Kildare Ave., Chicago, IL","41.845704","-87.731885"
"216","6200 S. Talman Ave., Chicago, IL","41.780855","-87.690129"
"217","4900 W. Washington Blvd., Chicago, IL","41.88217","-87.748024"
"218","4900 W. Washington Blvd., Chicago, IL","41.88217","-87.748024"
"219","800 E. 45th St., Chicago, IL","41.8131756","-87.6066212"
"220","3100 W. Van Buren St., Chicago, IL","41.876697","-87.70441"
"221","8800 S. Exchange Ave., Chicago, IL","41.735373","-87.553162"
"222","4100 W. Van Buren St., Chicago, IL","41.875494","-87.728084"
"223","4200 W. Van Buren St., Chicago, IL","41.875455","-87.730578"
"224","4100 W. Adams St., Chicago, IL","41.8782039","-87.72816"
"225","4100 W. Adams St., Chicago, IL","41.8782039","-87.72816"
"226","7800 S. Ellis Ave., Chicago, IL","41.7531326","-87.6004016"
"227","1600 N. Pulaski Rd., Chicago, IL","41.9099379","-87.726338"
"228","100 E. 68th St., Chicago, IL","41.7710382","-87.6218248"
"229","1500 W. 78th St., Chicago, IL","41.7522056","-87.6618688"
"230","1700 W. 45th St., Chicago, IL","41.812224","-87.6675502"
"231","4800 W. St. Paul Ave., Chicago, IL","41.9123888","-87.745986"
"232","1300 W. 48th St., Chicago, IL","41.8068813","-87.6576535"
"233","4800 S. Archer Ave., Chicago, IL","41.806366","-87.7174129"
"234","10600 S. Langley Ave., Chicago, IL","41.7018119","-87.606607"
"235","600 N. Ashland Ave., Chicago, IL","41.8924342","-87.6672717"
"236","1 E. Garfield Blvd., Chicago, IL","41.7942972","-87.6256167"
"237","5800 S. Fairfield Ave., Chicago, IL","41.788104","-87.692766"
"238","1800 S. Sangamon St., Chicago, IL","41.8580494","-87.6499659"
"239","1100 S. Whipple Ave., Chicago, IL","41.868241","-87.702072"
"240","1200 W. 79th St., Chicago, IL","41.750759","-87.6540459"
"241","7800 S. Constance Ave., Chicago, IL","41.753233","-87.580034"
"242","7800 S. Colfax Ave., Chicago, IL","41.753342","-87.561738"
"243","5900 S. Laflin St., Chicago, IL","41.7867566","-87.6619966"
"244","1700 W. 75th Pl., Chicago, IL","41.757331","-87.666222"
"245","4200 N. Milwaukee Ave., Chicago, IL","41.9571532","-87.7517306"
"246","5900 W. Lake St., Chicago, IL","41.8879493","-87.7720757"
"247","4500 S. Wood St., Chicago, IL","41.812069","-87.670258"
"248","5700 S. Sangamon St., Chicago, IL","41.790449","-87.6490479"
"249","2900 E. 85th St., Chicago, IL","41.7409833","-87.5539172"
"250","4400 W. Jackson Blvd., Chicago, IL","41.8769735","-87.7353535"
"251","2100 E. 96th St., Chicago, IL","41.7206704","-87.574057"
"252","2100 E. 96th St., Chicago, IL","41.7206704","-87.574057"
"253","1800 W. Walnut St., Chicago, IL","41.886288","-87.6720239"
"254","1400 E. 73rd St., Chicago, IL","41.762634","-87.590726"
"255","2600 E. 100th St., Chicago, IL","41.7135828","-87.5609776"
"256","2600 E. 100th St., Chicago, IL","41.7135828","-87.5609776"
"257","11600 S. Vincennes Ave., Chicago, IL","41.6834281","-87.6684739"
"258","7100 S. Rhodes Ave., Chicago, IL","41.7657464","-87.6116114"
"259","1 N. Homan Blvd., Chicago, IL","41.8809135","-87.7109789"
"260","300 N. Latrobe Ave., Chicago, IL","41.885796","-87.756836"
"261","1200 S. Kolin Ave., Chicago, IL","41.8660286","-87.733753"
"262","5000 W. Thomas St., Chicago, IL","41.9004763","-87.7508327"
"263","700 S. Independence Blvd., Chicago, IL","41.871538","-87.720738"
"264","600 N. Avers Ave., Chicago, IL","41.8917276","-87.7223181"
"265","600 N. Avers Ave., Chicago, IL","41.8917276","-87.7223181"
"266","900 N. Lawler Ave., Chicago, IL","41.896908","-87.752318"
"267","11200 S. Langley Ave., Chicago, IL","41.6909892","-87.6059836"
"268","2100 N. St. Louis Ave., Chicago, IL","41.9191484","-87.7135728"
"269","4900 N. Whipple St., Chicago, IL","41.97047","-87.705204"
"270","5500 S. Wabash Ave., Chicago, IL","41.793992","-87.624527"
"271","7300 S. Oglesby Ave., Chicago, IL","41.76242","-87.5679959"
"272","9800 S. Throop St., Chicago, IL","41.7158242","-87.6552556"
"273","1100 S. Laflin St., Chicago, IL","41.8684945","-87.6640635"
"274","1 E. 56th St., Chicago, IL","41.7928248","-87.6255988"
"275","6300 S. King Dr., Chicago, IL","41.7797065","-87.6156417"
"276","6800 S. Prairie Ave., Chicago, IL","41.7710619","-87.6186204"
"277","5700 S. Hermitage Ave., Chicago, IL","41.7903095","-87.6681707"
"278","8300 S. Kostner Ave., Chicago, IL","41.7420085","-87.7314029"
"279","8800 S. Exchange Ave., Chicago, IL","41.735373","-87.553162"
"280","5700 S. Elizabeth St., Chicago, IL","41.790345","-87.656332"
"281","100 E. Delaware Pl., Chicago, IL","41.8991992","-87.6259654"
"282","11600 S. Yale Ave., Chicago, IL","41.683301","-87.629164"
"283","7500 S. Kingston Ave., Chicago, IL","41.7590012","-87.5627582"
"284","6200 S. Laflin St., Chicago, IL","41.7811639","-87.662164"
"285","6900 S. Oglesby Ave., Chicago, IL","41.769622","-87.56868"
"286","2900 W. Sherwin Ave., Chicago, IL","42.0149959","-87.702204"
"287","500 S. Kilpatrick Ave., Chicago, IL","41.8741215","-87.7425999"
"288","11500 S. Wentworth Ave., Chicago, IL","41.685242","-87.6277115"
"289","700 E. 92nd St., Chicago, IL","41.7274964","-87.6069822"
"290","7400 S. Peoria St., Chicago, IL","41.759568","-87.6470439"
"291","2400 W. 35th St., Chicago, IL","41.8302972","-87.6850746"
"292","100 N. Pine Ave., Chicago, IL","41.8822759","-87.7632648"
"293","3000 S. Pulaski Rd., Chicago, IL","41.838601","-87.724739"
"294","4600 S. Wolcott Ave., Chicago, IL","41.8103226","-87.6723151"
"295","2900 W. 59th St., Chicago, IL","41.7863759","-87.6960527"
"296","2900 W. 59th St., Chicago, IL","41.7863759","-87.6960527"
"297","700 E. 50th St., Chicago, IL","41.804043","-87.6088591"
"298","2800 W. Wilcox St., Chicago, IL","41.8792607","-87.6962521"
"299","3000 S. Wallace St., Chicago, IL","41.83976","-87.641796"
"300","7900 S. Drexel Ave., Chicago, IL","41.751115","-87.6030849"
"301","8800 S. Indiana Ave., Chicago, IL","41.73446","-87.619794"
"302","7800 S. Champlain Ave., Chicago, IL","41.752865","-87.609264"
"303","4900 S. Drexel Blvd., Chicago, IL","41.8058296","-87.6045732"
"304","600 E. 79th St., Chicago, IL","41.751426","-87.609792"
"305","600 E. 79th St., Chicago, IL","41.751426","-87.609792"
"306","9000 S. East End Ave., Chicago, IL","41.731344","-87.58308"
"307","600 E. 67th St., Chicago, IL","41.7731946","-87.6104101"
"308","7800 S. Marshfield Ave., Chicago, IL","41.751979","-87.665035"
"309","8000 S. Bishop St., Chicago, IL","41.748444","-87.660083"
"310","4800 S. Ashland Ave., Chicago, IL","41.806649","-87.665296"
"311","1000 W. Montrose Ave., Chicago, IL","41.95988","-87.658409"
"312","9200 S. Chappel Ave., Chicago, IL","41.727239","-87.574635"
"313","5300 S. Hamlin Ave., Chicago, IL","41.796817","-87.718706"
"314","6900 S. Princeton Ave., Chicago, IL","41.7682647","-87.6323211"
"315","5400 S. Wabash Ave., Chicago, IL","41.796228","-87.624618"
"316","8600 S. Lafayette Ave., Chicago, IL","41.7358583","-87.625441"
"317","8100 S. Ingleside Ave., Chicago, IL","41.747512","-87.601782"
"318","2000 N. Lamon Ave., Chicago, IL","41.9169006","-87.7486796"
"319","2900 W. 56th St., Chicago, IL","41.791831","-87.6962006"
"320","11600 S. Wallace St., Chicago, IL","41.6840576","-87.6373028"
"321","5600 S. Michigan Ave., Chicago, IL","41.792726","-87.622756"
"322","2500 W. Thomas St., Chicago, IL","41.9014219","-87.689613"
"323","12200 S. Ada St., Chicago, IL","41.671989","-87.655461"
"324","4800 W. George St., Chicago, IL","41.9333675","-87.7467248"
"325","900 N. Drake Ave., Chicago, IL","41.897417","-87.715506"
"326","1300 N. Latrobe Ave., Chicago, IL","41.9040591","-87.7570281"
"327","4500 S. Lavergne Ave., Chicago, IL","41.811075","-87.748493"
"328","5900 S. Normal Blvd., Chicago, IL","41.7871288","-87.6376836"
"329","5600 N. Winthrop Ave., Chicago, IL","41.9836851","-87.6580351"
"330","6800 S. Calumet Ave., Chicago, IL","41.7710966","-87.617012"
"331","200 W. 106th St., Chicago, IL","41.7016446","-87.6281802"
"332","3200 W. LeMoyne St., Chicago, IL","41.9083079","-87.7069537"
"333","1 W. 122nd St., Chicago, IL","41.6725271","-87.6224989"
"334","1600 E. 91st St., Chicago, IL","41.7296244","-87.5850175"
"335","900 W. 87th St., Chicago, IL","41.7360468","-87.6462865"
"336","8800 S. Cottage Grove Ave., Chicago, IL","41.73469","-87.605184"
"337","6500 S. California Ave., Chicago, IL","41.775337","-87.693634"
"338","11800 S. Lafayette Ave., Chicago, IL","41.6798147","-87.6239683"
"339","400 W. 120th St., Chicago, IL","41.6761046","-87.6322453"
"340","400 W. 120th St., Chicago, IL","41.6761046","-87.6322453"
"341","6100 S. Woodlawn Ave., Chicago, IL","41.784017","-87.596716"
"342","8700 S. Marquette Ave., Chicago, IL","41.7371086","-87.5587798"
"343","8200 S. Houston Ave., Chicago, IL","41.746376","-87.550729"
"344","4000 S. Lake Park Ave., Chicago, IL","41.822176","-87.602524"
"345","1800 S. Morgan St., Chicago, IL","41.857883","-87.651685"
"346","3800 W. Congress Parkway, Chicago, IL","41.8744675","-87.7204239"
"347","9200 S. Chappel Ave., Chicago, IL","41.727239","-87.574635"
"348","900 W. 35th St., Chicago, IL","41.8307307","-87.6485424"
"349","11400 S. Yale Ave., Chicago, IL","41.687037","-87.6290263"
"350","2100 E. 95th St., Chicago, IL","41.7225019","-87.572744"
"351","2700 W. 62nd St., Chicago, IL","41.780984","-87.6910072"
"352","4400 S. Marshfield Ave., Chicago, IL","41.8140166","-87.6663506"
"353","7400 S. Dorchester Ave., Chicago, IL","41.76041","-87.591179"
"354","5300 N. Delphia Ave., Chicago, IL","41.9751373","-87.8415724"
"355","5800 S. Aberdeen St., Chicago, IL","41.788579","-87.652573"
"356","3000 E. 83rd St., Chicago, IL","41.7446722","-87.5509657"
"357","600 E. 87th Pl., Chicago, IL","41.735923","-87.609473"
"358","7100 S. Eggleston Ave., Chicago, IL","41.765167","-87.636222"
"359","6800 S. East End Ave., Chicago, IL","41.771358","-87.584148"
"360","4800 W. Wolfram St., Chicago, IL","41.9324623","-87.7466942"
"361","6300 S. Rhodes Ave., Chicago, IL","41.7802881","-87.6120522"
"362","6100 S. Ashland Ave., Chicago, IL","41.782996","-87.664678"
"363","5300 S. Calumet Ave., Chicago, IL","41.798177","-87.6180849"
"364","3000 S. Haynes Court, Chicago, IL","41.839271","-87.6568224"
"365","1000 E. 73rd St., Chicago, IL","41.7622942","-87.6004879"
"366","11300 S. May St., Chicago, IL","41.6884185","-87.651146"
"367","9900 S. Yates Ave., Chicago, IL","41.7152421","-87.5646276"
"368","7300 S. Winchester Ave., Chicago, IL","41.761046","-87.672567"
"369","1 S. Pulaski Rd., Chicago, IL","41.8807227","-87.7256417"
"370","1300 W. Estes Ave., Chicago, IL","42.0116205","-87.6628853"
"371","8600 S. Kingston Ave., Chicago, IL","41.738926","-87.562744"
"372","1 N. Central Ave., Chicago, IL","41.8803238","-87.7648411"
"373","9400 S. Rhodes Ave., Chicago, IL","41.7237525","-87.6105863"
"374","9400 S. Rhodes Ave., Chicago, IL","41.7237525","-87.6105863"
"375","9800 S. Merrill Ave., Chicago, IL","41.7169529","-87.571321"
"376","8000 S. Halsted St., Chicago, IL","41.748689","-87.6443369"
"377","3800 W. Augusta Blvd., Chicago, IL","41.899094","-87.7213036"
"378","500 E. 75th St., Chicago, IL","41.7586749","-87.612292"
"379","9400 S. La Salle St., Chicago, IL","41.723353","-87.6278339"
"380","1100 N. Keystone Ave., Chicago, IL","41.90095","-87.7278089"
"381","6800 S. Halsted St., Chicago, IL","41.770465","-87.644915"
"382","1300 W. 13th St., Chicago, IL","41.8651125","-87.6589404"
"383","7900 S. Escanaba Ave., Chicago, IL","41.751677","-87.554357"
"384","1100 W. Wilson Ave., Chicago, IL","41.9654143","-87.6574531"
"385","1600 N. Spaulding Ave., Chicago, IL","41.9100247","-87.7094805"
"386","6200 S. Eberhart Ave., Chicago, IL","41.781872","-87.613591"
"387","12200 S. Union Ave., Chicago, IL","41.6723621","-87.6393406"
"388","5400 S. Wolcott Ave., Chicago, IL","41.795677","-87.67227"
"389","500 N. Lamon Ave., Chicago, IL","41.8895488","-87.7480713"
