latitude,longitude,weight,type
41.78892,-87.7151,954,potential
41.79392,-87.7151,903,potential
41.79892,-87.7151,826,potential
41.80392,-87.7151,752,potential
41.80892,-87.7151,705,potential
41.81392,-87.7151,716,potential
41.81892,-87.7151,602,potential
41.82392,-87.7151,590,potential
41.82892,-87.7151,606,potential
41.83392,-87.7151,496,potential
41.83892,-87.7151,454,potential
41.84392,-87.7151,351,potential
41.84892,-87.7151,269,potential
41.85392,-87.7151,205,potential
41.85892,-87.7151,228,potential
41.86392,-87.7151,274,potential
41.86892,-87.7151,282,potential
41.87392,-87.7151,202,potential
41.87892,-87.7151,298,potential
41.88392,-87.7151,390,potential
41.88892,-87.7151,510,potential
41.89392,-87.7151,574,potential
41.89892,-87.7151,605,potential
41.90392,-87.7151,662,potential
41.90892,-87.7151,702,potential
41.91392,-87.7151,820,potential
41.91892,-87.7151,821,potential
41.92392,-87.7151,845,potential
41.92892,-87.7151,785,potential
41.93392,-87.7151,735,potential
41.93892,-87.7151,735,potential
41.94392,-87.7151,765,potential
41.94892,-87.7151,790,potential
41.95392,-87.7151,778,potential
41.95892,-87.7151,860,potential
41.96392,-87.7151,948,potential
41.96892,-87.7151,1032,potential
41.97392,-87.7151,1099,potential
41.97892,-87.7151,1149,potential
41.98392,-87.7151,1245,potential
41.98892,-87.7151,1163,potential
41.99392,-87.7151,1215,potential
41.68392,-87.7101,1594,potential
41.68892,-87.7101,1675,potential
41.69392,-87.7101,1703,potential
41.69892,-87.7101,1754,potential
41.70392,-87.7101,1745,potential
41.73892,-87.7101,1527,potential
41.74392,-87.7101,1379,potential
41.74892,-87.7101,1150,potential
41.75392,-87.7101,1099,potential
41.75892,-87.7101,1104,potential
41.76392,-87.7101,1155,potential
41.76892,-87.7101,1146,potential
41.77392,-87.7101,1024,potential
41.77892,-87.7101,876,potential
41.78392,-87.7101,906,potential
41.78892,-87.7101,938,potential
41.79392,-87.7101,902,potential
41.79892,-87.7101,829,potential
41.80392,-87.7101,810,potential
41.80892,-87.7101,700,potential
41.81392,-87.7101,655,potential
41.81892,-87.7101,627,potential
41.82392,-87.7101,535,potential
41.82892,-87.7101,500,potential
41.83392,-87.7101,490,potential
41.83892,-87.7101,457,potential
41.84392,-87.7101,375,potential
41.84892,-87.7101,301,potential
41.85392,-87.7101,186,potential
41.85892,-87.7101,178,potential
41.86392,-87.7101,230,potential
41.86892,-87.7101,246,potential
41.87392,-87.7101,184,potential
41.87892,-87.7101,304,potential
41.88392,-87.7101,411,potential
41.88892,-87.7101,389,potential
41.89392,-87.7101,501,potential
41.89892,-87.7101,505,potential
41.90392,-87.7101,611,potential
41.90892,-87.7101,668,potential
41.91392,-87.7101,748,potential
41.91892,-87.7101,767,potential
41.92392,-87.7101,746,potential
41.92892,-87.7101,710,potential
41.93392,-87.7101,722,potential
41.93892,-87.7101,660,potential
41.94392,-87.7101,791,potential
41.94892,-87.7101,746,potential
41.95392,-87.7101,740,potential
41.95892,-87.7101,821,potential
41.96392,-87.7101,913,potential
41.96892,-87.7101,950,potential
41.97392,-87.7101,1020,potential
41.97892,-87.7101,1069,potential
41.98392,-87.7101,1119,potential
41.98892,-87.7101,1123,potential
41.99392,-87.7101,1230,potential
41.68892,-87.7051,1568,potential
41.69392,-87.7051,1644,potential
41.69892,-87.7051,1710,potential
41.70392,-87.7051,1723,potential
41.73892,-87.7051,1473,potential
41.74392,-87.7051,1437,potential
41.74892,-87.7051,1389,potential
41.75392,-87.7051,1090,potential
41.75892,-87.7051,1072,potential
41.76392,-87.7051,1114,potential
41.76892,-87.7051,1124,potential
41.77392,-87.7051,970,potential
41.77892,-87.7051,935,potential
41.78392,-87.7051,886,potential
41.78892,-87.7051,848,potential
41.79392,-87.7051,813,potential
41.79892,-87.7051,794,potential
41.80392,-87.7051,712,potential
41.80892,-87.7051,698,potential
41.81392,-87.7051,607,potential
41.81892,-87.7051,520,potential
41.82392,-87.7051,479,potential
41.82892,-87.7051,409,potential
41.83392,-87.7051,404,potential
41.83892,-87.7051,380,potential
41.84392,-87.7051,285,potential
41.84892,-87.7051,221,potential
41.85392,-87.7051,161,potential
41.85892,-87.7051,118,potential
41.86392,-87.7051,180,potential
41.86892,-87.7051,224,potential
41.87392,-87.7051,225,potential
41.87892,-87.7051,332,potential
41.88392,-87.7051,358,potential
41.88892,-87.7051,476,potential
41.89392,-87.7051,494,potential
41.89892,-87.7051,526,potential
41.90392,-87.7051,561,potential
41.90892,-87.7051,615,potential
41.91392,-87.7051,689,potential
41.91892,-87.7051,744,potential
41.92392,-87.7051,705,potential
41.92892,-87.7051,694,potential
41.93392,-87.7051,676,potential
41.93892,-87.7051,635,potential
41.94392,-87.7051,625,potential
41.94892,-87.7051,688,potential
41.95392,-87.7051,678,potential
41.95892,-87.7051,790,potential
41.96392,-87.7051,866,potential
41.96892,-87.7051,875,potential
41.97392,-87.7051,960,potential
41.97892,-87.7051,1080,potential
41.98392,-87.7051,1083,potential
41.98892,-87.7051,1073,potential
41.99392,-87.7051,1097,potential
41.99892,-87.7051,1263,potential
42.00392,-87.7051,1215,potential
42.00892,-87.7051,1255,potential
42.01392,-87.7051,1331,potential
42.01892,-87.7051,1382,potential
41.68892,-87.7001,1619,potential
41.69392,-87.7001,1611,potential
41.69892,-87.7001,1692,potential
41.70392,-87.7001,1682,potential
41.73892,-87.7001,1458,potential
41.74392,-87.7001,1433,potential
41.74892,-87.7001,1408,potential
41.75392,-87.7001,1020,potential
41.75892,-87.7001,1012,potential
41.76392,-87.7001,1093,potential
41.76892,-87.7001,1083,potential
41.77392,-87.7001,955,potential
41.77892,-87.7001,930,potential
41.78392,-87.7001,904,potential
41.78892,-87.7001,842,potential
41.79392,-87.7001,813,potential
41.79892,-87.7001,778,potential
41.80392,-87.7001,690,potential
41.80892,-87.7001,723,potential
41.81392,-87.7001,610,potential
41.81892,-87.7001,590,potential
41.82392,-87.7001,541,potential
41.82892,-87.7001,451,potential
41.83392,-87.7001,384,potential
41.83892,-87.7001,357,potential
41.84392,-87.7001,276,potential
41.84892,-87.7001,293,potential
41.85392,-87.7001,126,potential
41.85892,-87.7001,54,potential
41.86392,-87.7001,159,potential
41.86892,-87.7001,143,potential
41.87392,-87.7001,182,potential
41.87892,-87.7001,306,potential
41.88392,-87.7001,339,potential
41.88892,-87.7001,549,potential
41.89392,-87.7001,453,potential
41.89892,-87.7001,523,potential
41.90392,-87.7001,548,potential
41.90892,-87.7001,595,potential
41.91392,-87.7001,682,potential
41.91892,-87.7001,742,potential
41.92392,-87.7001,706,potential
41.92892,-87.7001,585,potential
41.93392,-87.7001,600,potential
41.93892,-87.7001,589,potential
41.94392,-87.7001,700,potential
41.94892,-87.7001,657,potential
41.95392,-87.7001,639,potential
41.95892,-87.7001,749,potential
41.96392,-87.7001,797,potential
41.96892,-87.7001,830,potential
41.97392,-87.7001,926,potential
41.97892,-87.7001,986,potential
41.98392,-87.7001,1038,potential
41.98892,-87.7001,1057,potential
41.99392,-87.7001,1062,potential
41.99892,-87.7001,1145,potential
42.00392,-87.7001,1161,potential
42.00892,-87.7001,1228,potential
42.01392,-87.7001,1282,potential
42.01892,-87.7001,1329,potential
41.68892,-87.6951,1605,potential
41.70392,-87.6951,1653,potential
41.73892,-87.6951,1543,potential
41.74392,-87.6951,1497,potential
41.74892,-87.6951,1415,potential
41.75392,-87.6951,1283,potential
41.75892,-87.6951,1236,potential
41.76392,-87.6951,1006,potential
41.76892,-87.6951,1054,potential
41.77392,-87.6951,996,potential
41.77892,-87.6951,965,potential
41.78392,-87.6951,876,potential
41.78892,-87.6951,747,potential
41.79392,-87.6951,793,potential
41.79892,-87.6951,721,potential
41.80392,-87.6951,671,potential
41.80892,-87.6951,689,potential
41.81392,-87.6951,577,potential
41.81892,-87.6951,500,potential
41.82392,-87.6951,485,potential
41.82892,-87.6951,383,potential
41.83392,-87.6951,321,potential
41.83892,-87.6951,270,potential
41.84392,-87.6951,214,potential
41.84892,-87.6951,134,potential
41.85392,-87.6951,94,potential
41.85892,-87.6951,73,potential
41.86392,-87.6951,130,potential
41.86892,-87.6951,134,potential
41.87392,-87.6951,163,potential
41.87892,-87.6951,298,potential
41.88392,-87.6951,328,potential
41.88892,-87.6951,587,potential
41.89392,-87.6951,386,potential
41.89892,-87.6951,518,potential
41.90392,-87.6951,575,potential
41.90892,-87.6951,631,potential
41.91392,-87.6951,706,potential
41.91892,-87.6951,714,potential
41.92392,-87.6951,617,potential
41.92892,-87.6951,541,potential
41.93392,-87.6951,571,potential
41.93892,-87.6951,512,potential
41.94392,-87.6951,538,potential
41.94892,-87.6951,598,potential
41.95392,-87.6951,597,potential
41.95892,-87.6951,675,potential
41.96392,-87.6951,743,potential
41.96892,-87.6951,826,potential
41.97392,-87.6951,914,potential
41.97892,-87.6951,909,potential
41.98392,-87.6951,1016,potential
41.98892,-87.6951,1048,potential
41.99392,-87.6951,992,potential
41.99892,-87.6951,1072,potential
42.00392,-87.6951,1125,potential
42.00892,-87.6951,1149,potential
42.01392,-87.6951,1231,potential
42.01892,-87.6951,1294,potential
41.68892,-87.6901,1567,potential
41.69392,-87.6901,1577,potential
41.69892,-87.6901,1620,potential
41.70392,-87.6901,1609,potential
41.70892,-87.6901,1612,potential
41.73892,-87.6901,1510,potential
41.74392,-87.6901,1458,potential
41.74892,-87.6901,968,potential
41.75392,-87.6901,978,potential
41.75892,-87.6901,1021,potential
41.76392,-87.6901,1011,potential
41.76892,-87.6901,1013,potential
41.77392,-87.6901,973,potential
41.77892,-87.6901,921,potential
41.78392,-87.6901,841,potential
41.78892,-87.6901,726,potential
41.79392,-87.6901,762,potential
41.79892,-87.6901,710,potential
41.80392,-87.6901,641,potential
41.80892,-87.6901,659,potential
41.81392,-87.6901,534,potential
41.81892,-87.6901,582,potential
41.82392,-87.6901,491,potential
41.82892,-87.6901,425,potential
41.83392,-87.6901,502,potential
41.83892,-87.6901,334,potential
41.84392,-87.6901,282,potential
41.84892,-87.6901,211,potential
41.85392,-87.6901,172,potential
41.85892,-87.6901,90,potential
41.86392,-87.6901,82,potential
41.86892,-87.6901,176,potential
41.87392,-87.6901,165,potential
41.87892,-87.6901,245,potential
41.88392,-87.6901,296,potential
41.88892,-87.6901,323,potential
41.89392,-87.6901,441,potential
41.89892,-87.6901,461,potential
41.90392,-87.6901,512,potential
41.90892,-87.6901,575,potential
41.91392,-87.6901,637,potential
41.91892,-87.6901,629,potential
41.92392,-87.6901,586,potential
41.92892,-87.6901,530,potential
41.93392,-87.6901,507,potential
41.93892,-87.6901,480,potential
41.94392,-87.6901,562,potential
41.94892,-87.6901,538,potential
41.95392,-87.6901,554,potential
41.95892,-87.6901,681,potential
41.96392,-87.6901,682,potential
41.96892,-87.6901,715,potential
41.97392,-87.6901,808,potential
41.97892,-87.6901,877,potential
41.98392,-87.6901,925,potential
41.98892,-87.6901,965,potential
41.99392,-87.6901,931,potential
41.99892,-87.6901,986,potential
42.00392,-87.6901,1033,potential
42.00892,-87.6901,1164,potential
42.01392,-87.6901,1239,potential
42.01892,-87.6901,1210,potential
41.67892,-87.6851,1554,potential
41.68392,-87.6851,1598,potential
41.68892,-87.6851,1538,potential
41.69392,-87.6851,1539,potential
41.69892,-87.6851,1571,potential
41.70392,-87.6851,1572,potential
41.70892,-87.6851,1569,potential
41.73892,-87.6851,955,potential
41.74392,-87.6851,999,potential
41.74892,-87.6851,939,potential
41.75392,-87.6851,941,potential
41.75892,-87.6851,972,potential
41.76392,-87.6851,973,potential
41.76892,-87.6851,971,potential
41.77392,-87.6851,899,potential
41.77892,-87.6851,880,potential
41.78392,-87.6851,807,potential
41.78892,-87.6851,757,potential
41.79392,-87.6851,724,potential
41.79892,-87.6851,661,potential
41.80392,-87.6851,585,potential
41.80892,-87.6851,579,potential
41.81392,-87.6851,494,potential
41.81892,-87.6851,531,potential
41.82392,-87.6851,475,potential
41.82892,-87.6851,423,potential
41.83392,-87.6851,522,potential
41.83892,-87.6851,321,potential
41.84392,-87.6851,271,potential
41.84892,-87.6851,248,potential
41.85392,-87.6851,231,potential
41.85892,-87.6851,135,potential
41.86392,-87.6851,176,potential
41.86892,-87.6851,147,potential
41.87392,-87.6851,117,potential
41.87892,-87.6851,168,potential
41.88392,-87.6851,266,potential
41.88892,-87.6851,322,potential
41.89392,-87.6851,364,potential
41.89892,-87.6851,462,potential
41.90392,-87.6851,505,potential
41.90892,-87.6851,576,potential
41.91392,-87.6851,626,potential
41.91892,-87.6851,596,potential
41.92392,-87.6851,518,potential
41.92892,-87.6851,494,potential
41.93392,-87.6851,450,potential
41.93892,-87.6851,418,potential
41.94392,-87.6851,488,potential
41.94892,-87.6851,500,potential
41.95392,-87.6851,505,potential
41.95892,-87.6851,606,potential
41.96392,-87.6851,602,potential
41.96892,-87.6851,788,potential
41.97392,-87.6851,829,potential
41.97892,-87.6851,851,potential
41.98392,-87.6851,983,potential
41.98892,-87.6851,907,potential
41.99392,-87.6851,946,potential
41.99892,-87.6851,1048,potential
42.00392,-87.6851,999,potential
42.00892,-87.6851,1044,potential
42.01392,-87.6851,1204,potential
42.01892,-87.6851,1138,potential
41.67892,-87.6801,1512,potential
41.68392,-87.6801,1511,potential
41.68892,-87.6801,1508,potential
41.69392,-87.6801,1507,potential
41.69892,-87.6801,1493,potential
41.70392,-87.6801,1528,potential
41.70892,-87.6801,1524,potential
41.71392,-87.6801,914,potential
41.71892,-87.6801,912,potential
41.72392,-87.6801,910,potential
41.72892,-87.6801,908,potential
41.73392,-87.6801,894,potential
41.73892,-87.6801,929,potential
41.74392,-87.6801,925,potential
41.74892,-87.6801,824,potential
41.75392,-87.6801,935,potential
41.75892,-87.6801,1031,potential
41.76392,-87.6801,984,potential
41.76892,-87.6801,848,potential
41.77392,-87.6801,897,potential
41.77892,-87.6801,850,potential
41.78392,-87.6801,775,potential
41.78892,-87.6801,760,potential
41.79392,-87.6801,657,potential
41.79892,-87.6801,595,potential
41.80392,-87.6801,534,potential
41.80892,-87.6801,554,potential
41.81392,-87.6801,477,potential
41.81892,-87.6801,540,potential
41.82392,-87.6801,538,potential
41.82892,-87.6801,521,potential
41.83392,-87.6801,429,potential
41.83892,-87.6801,565,potential
41.84392,-87.6801,349,potential
41.84892,-87.6801,326,potential
41.85392,-87.6801,302,potential
41.85892,-87.6801,245,potential
41.86392,-87.6801,198,potential
41.86892,-87.6801,125,potential
41.87392,-87.6801,67,potential
41.87892,-87.6801,142,potential
41.88392,-87.6801,211,potential
41.88892,-87.6801,270,potential
41.89392,-87.6801,388,potential
41.89892,-87.6801,416,potential
41.90392,-87.6801,476,potential
41.90892,-87.6801,549,potential
41.91392,-87.6801,607,potential
41.91892,-87.6801,534,potential
41.92392,-87.6801,471,potential
41.92892,-87.6801,392,potential
41.93392,-87.6801,368,potential
41.93892,-87.6801,381,potential
41.94392,-87.6801,464,potential
41.94892,-87.6801,454,potential
41.95392,-87.6801,492,potential
41.95892,-87.6801,534,potential
41.96392,-87.6801,650,potential
41.96892,-87.6801,670,potential
41.97392,-87.6801,731,potential
41.97892,-87.6801,797,potential
41.98392,-87.6801,971,potential
41.98892,-87.6801,988,potential
41.99392,-87.6801,862,potential
41.99892,-87.6801,960,potential
42.00392,-87.6801,962,potential
42.00892,-87.6801,1051,potential
42.01392,-87.6801,1086,potential
42.01892,-87.6801,1201,potential
41.67892,-87.6751,1439,potential
41.68392,-87.6751,1447,potential
41.68892,-87.6751,1461,potential
41.69392,-87.6751,1475,potential
41.69892,-87.6751,1455,potential
41.70392,-87.6751,1553,potential
41.70892,-87.6751,1468,potential
41.71392,-87.6751,841,potential
41.71892,-87.6751,849,potential
41.72392,-87.6751,862,potential
41.72892,-87.6751,876,potential
41.73392,-87.6751,856,potential
41.73892,-87.6751,954,potential
41.74392,-87.6751,869,potential
41.74892,-87.6751,784,potential
41.75392,-87.6751,908,potential
41.75892,-87.6751,913,potential
41.76392,-87.6751,994,potential
41.76892,-87.6751,1156,potential
41.77392,-87.6751,849,potential
41.77892,-87.6751,794,potential
41.78392,-87.6751,724,potential
41.78892,-87.6751,679,potential
41.79392,-87.6751,599,potential
41.79892,-87.6751,546,potential
41.80392,-87.6751,509,potential
41.80892,-87.6751,509,potential
41.81392,-87.6751,488,potential
41.81892,-87.6751,450,potential
41.82392,-87.6751,537,potential
41.82892,-87.6751,549,potential
41.83392,-87.6751,488,potential
41.83892,-87.6751,435,potential
41.84392,-87.6751,389,potential
41.84892,-87.6751,344,potential
41.85392,-87.6751,255,potential
41.85892,-87.6751,218,potential
41.86392,-87.6751,147,potential
41.86892,-87.6751,104,potential
41.87392,-87.6751,13,potential
41.87892,-87.6751,148,potential
41.88392,-87.6751,208,potential
41.88892,-87.6751,265,potential
41.89392,-87.6751,321,potential
41.89892,-87.6751,399,potential
41.90392,-87.6751,445,potential
41.90892,-87.6751,525,potential
41.91392,-87.6751,570,potential
41.91892,-87.6751,524,potential
41.92392,-87.6751,429,potential
41.92892,-87.6751,376,potential
41.93392,-87.6751,343,potential
41.93892,-87.6751,333,potential
41.94392,-87.6751,363,potential
41.94892,-87.6751,373,potential
41.95392,-87.6751,497,potential
41.95892,-87.6751,490,potential
41.96392,-87.6751,536,potential
41.96892,-87.6751,611,potential
41.97392,-87.6751,695,potential
41.97892,-87.6751,758,potential
41.98392,-87.6751,791,potential
41.98892,-87.6751,891,potential
41.99392,-87.6751,825,potential
41.99892,-87.6751,862,potential
42.00392,-87.6751,926,potential
42.00892,-87.6751,982,potential
42.01392,-87.6751,1037,potential
42.01892,-87.6751,1127,potential
41.67892,-87.6701,1424,potential
41.68392,-87.6701,1433,potential
41.68892,-87.6701,1444,potential
41.69392,-87.6701,1389,potential
41.69892,-87.6701,1415,potential
41.70392,-87.6701,1463,potential
41.70892,-87.6701,1404,potential
41.71392,-87.6701,825,potential
41.71892,-87.6701,834,potential
41.72392,-87.6701,845,potential
41.72892,-87.6701,790,potential
41.73392,-87.6701,816,potential
41.73892,-87.6701,864,potential
41.74392,-87.6701,805,potential
41.74892,-87.6701,750,potential
41.75392,-87.6701,842,potential
41.75892,-87.6701,934,potential
41.76392,-87.6701,1012,potential
41.76892,-87.6701,860,potential
41.77392,-87.6701,870,potential
41.77892,-87.6701,779,potential
41.78392,-87.6701,710,potential
41.78892,-87.6701,647,potential
41.79392,-87.6701,531,potential
41.79892,-87.6701,546,potential
41.80392,-87.6701,452,potential
41.80892,-87.6701,456,potential
41.81392,-87.6701,454,potential
41.81892,-87.6701,473,potential
41.82392,-87.6701,498,potential
41.82892,-87.6701,585,potential
41.83392,-87.6701,555,potential
41.83892,-87.6701,547,potential
41.84392,-87.6701,508,potential
41.84892,-87.6701,436,potential
41.85392,-87.6701,323,potential
41.85892,-87.6701,263,potential
41.86392,-87.6701,189,potential
41.86892,-87.6701,136,potential
41.87392,-87.6701,43,potential
41.87892,-87.6701,120,potential
41.88392,-87.6701,200,potential
41.88892,-87.6701,248,potential
41.89392,-87.6701,331,potential
41.89892,-87.6701,408,potential
41.90392,-87.6701,482,potential
41.90892,-87.6701,517,potential
41.91392,-87.6701,517,potential
41.91892,-87.6701,454,potential
41.92392,-87.6701,394,potential
41.92892,-87.6701,291,potential
41.93392,-87.6701,254,potential
41.93892,-87.6701,282,potential
41.94392,-87.6701,324,potential
41.94892,-87.6701,420,potential
41.95392,-87.6701,427,potential
41.95892,-87.6701,497,potential
41.96392,-87.6701,523,potential
41.96892,-87.6701,566,potential
41.97392,-87.6701,614,potential
41.97892,-87.6701,697,potential
41.98392,-87.6701,722,potential
41.98892,-87.6701,772,potential
41.99392,-87.6701,801,potential
41.99892,-87.6701,851,potential
42.00392,-87.6701,921,potential
42.00892,-87.6701,983,potential
42.01392,-87.6701,998,potential
42.01892,-87.6701,1054,potential
41.67892,-87.6651,1402,potential
41.68392,-87.6651,1348,potential
41.68892,-87.6651,1316,potential
41.69392,-87.6651,1328,potential
41.69892,-87.6651,1412,potential
41.70392,-87.6651,1386,potential
41.70892,-87.6651,1382,potential
41.71392,-87.6651,804,potential
41.71892,-87.6651,750,potential
41.72392,-87.6651,717,potential
41.72892,-87.6651,730,potential
41.73392,-87.6651,813,potential
41.73892,-87.6651,788,potential
41.74392,-87.6651,783,potential
41.74892,-87.6651,710,potential
41.75392,-87.6651,786,potential
41.75892,-87.6651,890,potential
41.76392,-87.6651,864,potential
41.76892,-87.6651,830,potential
41.77392,-87.6651,800,potential
41.77892,-87.6651,698,potential
41.78392,-87.6651,656,potential
41.78892,-87.6651,582,potential
41.79392,-87.6651,495,potential
41.79892,-87.6651,469,potential
41.80392,-87.6651,424,potential
41.80892,-87.6651,397,potential
41.81392,-87.6651,343,potential
41.81892,-87.6651,458,potential
41.82392,-87.6651,438,potential
41.82892,-87.6651,574,potential
41.83392,-87.6651,495,potential
41.83892,-87.6651,488,potential
41.84392,-87.6651,435,potential
41.84892,-87.6651,389,potential
41.85392,-87.6651,348,potential
41.85892,-87.6651,302,potential
41.86392,-87.6651,255,potential
41.86892,-87.6651,159,potential
41.87392,-87.6651,99,potential
41.87892,-87.6651,145,potential
41.88392,-87.6651,198,potential
41.88892,-87.6651,288,potential
41.89392,-87.6651,339,potential
41.89892,-87.6651,434,potential
41.90392,-87.6651,531,potential
41.90892,-87.6651,531,potential
41.91392,-87.6651,516,potential
41.91892,-87.6651,372,potential
41.92392,-87.6651,299,potential
41.92892,-87.6651,233,potential
41.93392,-87.6651,206,potential
41.93892,-87.6651,183,potential
41.94392,-87.6651,303,potential
41.94892,-87.6651,314,potential
41.95392,-87.6651,363,potential
41.95892,-87.6651,404,potential
41.96392,-87.6651,495,potential
41.96892,-87.6651,515,potential
41.97392,-87.6651,575,potential
41.97892,-87.6651,730,potential
41.98392,-87.6651,688,potential
41.98892,-87.6651,696,potential
41.99392,-87.6651,780,potential
41.99892,-87.6651,799,potential
42.00392,-87.6651,903,potential
42.00892,-87.6651,956,potential
42.01392,-87.6651,946,potential
42.01892,-87.6651,1015,potential
41.67392,-87.6601,1372,potential
41.67892,-87.6601,1335,potential
41.68392,-87.6601,1378,potential
41.68892,-87.6601,1293,potential
41.69392,-87.6601,1263,potential
41.69892,-87.6601,1404,potential
41.70392,-87.6601,1372,potential
41.70892,-87.6601,773,potential
41.71392,-87.6601,736,potential
41.71892,-87.6601,779,potential
41.72392,-87.6601,694,potential
41.72892,-87.6601,665,potential
41.73392,-87.6601,806,potential
41.73892,-87.6601,774,potential
41.74392,-87.6601,741,potential
41.74892,-87.6601,666,potential
41.75392,-87.6601,803,potential
41.75892,-87.6601,897,potential
41.76392,-87.6601,824,potential
41.76892,-87.6601,775,potential
41.77392,-87.6601,753,potential
41.77892,-87.6601,700,potential
41.78392,-87.6601,618,potential
41.78892,-87.6601,539,potential
41.79392,-87.6601,474,potential
41.79892,-87.6601,421,potential
41.80392,-87.6601,385,potential
41.80892,-87.6601,353,potential
41.81392,-87.6601,334,potential
41.81892,-87.6601,375,potential
41.82392,-87.6601,380,potential
41.82892,-87.6601,498,potential
41.83392,-87.6601,442,potential
41.83892,-87.6601,478,potential
41.84392,-87.6601,444,potential
41.84892,-87.6601,433,potential
41.85392,-87.6601,404,potential
41.85892,-87.6601,368,potential
41.86392,-87.6601,314,potential
41.86892,-87.6601,231,potential
41.87392,-87.6601,186,potential
41.87892,-87.6601,198,potential
41.88392,-87.6601,234,potential
41.88892,-87.6601,286,potential
41.89392,-87.6601,365,potential
41.89892,-87.6601,357,potential
41.90392,-87.6601,554,potential
41.90892,-87.6601,477,potential
41.91392,-87.6601,506,potential
41.91892,-87.6601,359,potential
41.92392,-87.6601,278,potential
41.92892,-87.6601,182,potential
41.93392,-87.6601,146,potential
41.93892,-87.6601,146,potential
41.94392,-87.6601,242,potential
41.94892,-87.6601,279,potential
41.95392,-87.6601,380,potential
41.95892,-87.6601,496,potential
41.96392,-87.6601,466,potential
41.96892,-87.6601,475,potential
41.97392,-87.6601,532,potential
41.97892,-87.6601,596,potential
41.98392,-87.6601,654,potential
41.98892,-87.6601,631,potential
41.99392,-87.6601,684,potential
41.99892,-87.6601,866,potential
42.00392,-87.6601,847,potential
42.00892,-87.6601,911,potential
41.67392,-87.6551,1395,potential
41.67892,-87.6551,1382,potential
41.68392,-87.6551,1400,potential
41.68892,-87.6551,1349,potential
41.69392,-87.6551,1319,potential
41.69892,-87.6551,1296,potential
41.70392,-87.6551,1341,potential
41.70892,-87.6551,976,potential
41.71392,-87.6551,800,potential
41.71892,-87.6551,802,potential
41.72392,-87.6551,750,potential
41.72892,-87.6551,721,potential
41.73392,-87.6551,698,potential
41.73892,-87.6551,742,potential
41.74392,-87.6551,659,potential
41.74892,-87.6551,720,potential
41.75392,-87.6551,728,potential
41.75892,-87.6551,826,potential
41.76392,-87.6551,809,potential
41.76892,-87.6551,698,potential
41.77392,-87.6551,707,potential
41.77892,-87.6551,633,potential
41.78392,-87.6551,567,potential
41.78892,-87.6551,505,potential
41.79392,-87.6551,457,potential
41.79892,-87.6551,405,potential
41.80392,-87.6551,326,potential
41.80892,-87.6551,339,potential
41.81392,-87.6551,235,potential
41.81892,-87.6551,281,potential
41.82392,-87.6551,353,potential
41.82892,-87.6551,358,potential
41.83392,-87.6551,401,potential
41.83892,-87.6551,564,potential
41.84392,-87.6551,565,potential
41.84892,-87.6551,496,potential
41.85392,-87.6551,465,potential
41.85892,-87.6551,396,potential
41.86392,-87.6551,303,potential
41.86892,-87.6551,257,potential
41.87392,-87.6551,201,potential
41.87892,-87.6551,257,potential
41.88392,-87.6551,297,potential
41.88892,-87.6551,315,potential
41.89392,-87.6551,951,potential
41.89892,-87.6551,418,potential
41.90392,-87.6551,493,potential
41.90892,-87.6551,611,potential
41.91392,-87.6551,370,potential
41.91892,-87.6551,295,potential
41.92392,-87.6551,213,potential
41.92892,-87.6551,134,potential
41.93392,-87.6551,94,potential
41.93892,-87.6551,81,potential
41.94392,-87.6551,164,potential
41.94892,-87.6551,221,potential
41.95392,-87.6551,270,potential
41.95892,-87.6551,335,potential
41.96392,-87.6551,401,potential
41.96892,-87.6551,479,potential
41.97392,-87.6551,542,potential
41.97892,-87.6551,534,potential
41.98392,-87.6551,516,potential
41.98892,-87.6551,569,potential
41.99392,-87.6551,519,potential
41.67392,-87.6501,696,potential
41.67892,-87.6501,694,potential
41.68392,-87.6501,711,potential
41.68892,-87.6501,671,potential
41.69392,-87.6501,718,potential
41.69892,-87.6501,614,potential
41.70392,-87.6501,547,potential
41.70892,-87.6501,552,potential
41.71392,-87.6501,383,potential
41.71892,-87.6501,372,potential
41.72392,-87.6501,283,potential
41.72892,-87.6501,256,potential
41.73392,-87.6501,187,potential
41.73892,-87.6501,254,potential
41.74392,-87.6501,324,potential
41.74892,-87.6501,321,potential
41.75392,-87.6501,394,potential
41.75892,-87.6501,396,potential
41.76392,-87.6501,364,potential
41.76892,-87.6501,440,potential
41.77392,-87.6501,453,potential
41.77892,-87.6501,447,potential
41.78392,-87.6501,533,potential
41.78892,-87.6501,544,potential
41.79392,-87.6501,544,potential
41.79892,-87.6501,639,potential
41.80392,-87.6501,595,potential
41.80892,-87.6501,533,potential
41.81392,-87.6501,599,potential
41.81892,-87.6501,671,potential
41.82392,-87.6501,663,potential
41.82892,-87.6501,673,potential
41.83392,-87.6501,702,potential
41.83892,-87.6501,627,potential
41.84392,-87.6501,667,potential
41.84892,-87.6501,599,potential
41.85392,-87.6501,522,potential
41.85892,-87.6501,417,potential
41.86392,-87.6501,380,potential
41.86892,-87.6501,328,potential
41.87392,-87.6501,303,potential
41.87892,-87.6501,311,potential
41.88392,-87.6501,320,potential
41.88892,-87.6501,361,potential
41.89392,-87.6501,426,potential
41.89892,-87.6501,406,potential
41.90392,-87.6501,468,potential
41.90892,-87.6501,471,potential
41.91392,-87.6501,372,potential
