41.96892,-87.9351,2548
41.97392,-87.9351,2602
41.97892,-87.9351,2566
41.98392,-87.9351,2540
41.98892,-87.9351,2512
41.99392,-87.9351,2679
41.99892,-87.9351,2478
42.00392,-87.9351,2468
41.96392,-87.9301,2606
41.96892,-87.9301,2546
41.97392,-87.9301,2602
41.97892,-87.9301,2564
41.98392,-87.9301,2787
41.98892,-87.9301,2759
41.99392,-87.9301,2652
41.99892,-87.9301,2474
42.00392,-87.9301,2419
41.95892,-87.9251,2491
41.96392,-87.9251,2606
41.96892,-87.9251,2606
41.97392,-87.9251,2606
41.97892,-87.9251,2780
41.98392,-87.9251,2780
41.98892,-87.9251,2741
41.99392,-87.9251,2739
41.99892,-87.9251,2519
42.00392,-87.9251,2460
41.95892,-87.9201,2548
41.96392,-87.9201,2589
41.96892,-87.9201,2636
41.97392,-87.9201,2637
41.97892,-87.9201,2770
41.98392,-87.9201,2770
41.98892,-87.9201,2770
41.99392,-87.9201,2792
41.99892,-87.9201,2560
42.00392,-87.9201,2497
41.95892,-87.9151,2587
41.96392,-87.9151,2646
41.96892,-87.9151,2647
41.97392,-87.9151,2270
41.97892,-87.9151,2275
41.98392,-87.9151,2749
41.98892,-87.9151,2727
41.99392,-87.9151,2691
41.99892,-87.9151,2602
42.00392,-87.9151,2540
41.95392,-87.9101,2410
41.95892,-87.9101,2624
41.96392,-87.9101,2683
41.96892,-87.9101,2684
41.97392,-87.9101,2269
41.97892,-87.9101,2280
41.98392,-87.9101,2279
41.98892,-87.9101,2700
41.99392,-87.9101,2663
41.99892,-87.9101,2627
42.00392,-87.9101,2576
41.95392,-87.9051,2463
41.95892,-87.9051,2680
41.96392,-87.9051,2693
41.96892,-87.9051,2693
41.97392,-87.9051,2246
41.97892,-87.9051,2268
41.98392,-87.9051,2290
41.98892,-87.9051,2693
41.99392,-87.9051,2660
41.99892,-87.9051,2613
42.00392,-87.9051,2613
41.95392,-87.9001,2479
41.95892,-87.9001,2546
41.96392,-87.9001,2586
41.96892,-87.9001,2242
41.97392,-87.9001,2236
41.97892,-87.9001,2243
41.98392,-87.9001,2321
41.98892,-87.9001,2820
41.99392,-87.9001,2820
41.99892,-87.9001,2717
42.00392,-87.9001,2651
41.95392,-87.8951,2387
41.95892,-87.8951,2534
41.96392,-87.8951,2534
41.96892,-87.8951,2135
41.97392,-87.8951,2154
41.97892,-87.8951,2193
41.98392,-87.8951,2355
41.98892,-87.8951,2820
41.99392,-87.8951,2810
41.99892,-87.8951,2740
42.00392,-87.8951,2689
41.95892,-87.8901,2329
41.96392,-87.8901,2282
41.96892,-87.8901,2118
41.97392,-87.8901,2136
41.97892,-87.8901,2467
41.98392,-87.8901,2241
41.98892,-87.8901,2254
41.99392,-87.8901,2342
41.99892,-87.8901,2166
41.95892,-87.8851,2295
41.96392,-87.8851,2261
41.96892,-87.8851,2273
41.97392,-87.8851,2099
41.97892,-87.8851,2157
41.98392,-87.8851,2189
41.98892,-87.8851,2349
41.99392,-87.8851,2350
41.97392,-87.8801,2176
41.97892,-87.8801,2035
41.98392,-87.8801,2199
41.98892,-87.8801,2339
41.99392,-87.8801,2210
41.97392,-87.8751,2149
41.97892,-87.8751,2183
41.97392,-87.8701,2163
41.97392,-87.8601,2038
41.94892,-87.8551,2100
41.95892,-87.8551,2343
41.96392,-87.8551,2183
41.97392,-87.8551,2108
41.97892,-87.8551,2085
41.98392,-87.8551,1944
41.93892,-87.8501,2009
41.94392,-87.8501,2054
41.94892,-87.8501,2215
41.95892,-87.8501,2351
41.96392,-87.8501,2114
41.96892,-87.8501,2116
41.97392,-87.8501,2051
41.97892,-87.8501,2081
41.98392,-87.8501,2355
41.93892,-87.8451,2103
41.94392,-87.8451,2106
41.94892,-87.8451,2235
41.95392,-87.8451,2287
41.95892,-87.8451,2128
41.96392,-87.8451,2156
41.97392,-87.8451,2074
41.97892,-87.8451,2049
41.98392,-87.8451,1889
41.93892,-87.8401,2080
41.94392,-87.8401,2059
41.94892,-87.8401,2097
41.95392,-87.8401,2291
41.95892,-87.8401,2387
41.96392,-87.8401,2135
41.97892,-87.8401,1981
41.98392,-87.8401,1948
41.93892,-87.8351,2061
41.94392,-87.8351,2113
41.94892,-87.8351,2218
41.95392,-87.8351,2164
41.95892,-87.8351,2160
41.97892,-87.8351,1943
41.98392,-87.8351,1881
41.93892,-87.8301,2096
41.94392,-87.8301,2132
41.94892,-87.8301,2215
41.97392,-87.8301,1949
41.97892,-87.8301,1962
41.98392,-87.8301,1887
41.93892,-87.8251,2160
41.94392,-87.8251,2221
41.94892,-87.8251,2203
41.98392,-87.8251,1832
41.93892,-87.8201,2269
41.94392,-87.8201,2192
41.94892,-87.8201,2129
41.97892,-87.8201,1897
41.98392,-87.8201,1856
41.98892,-87.8201,1955
41.99392,-87.8201,1995
41.99892,-87.8201,1995
42.00392,-87.8201,2040
42.00892,-87.8201,2151
41.93892,-87.8151,2231
41.94392,-87.8151,2143
41.94892,-87.8151,2117
41.97892,-87.8151,1876
41.98392,-87.8151,1919
41.98892,-87.8151,1928
41.99392,-87.8151,1963
41.99892,-87.8151,1995
42.00392,-87.8151,2066
42.00892,-87.8151,2165
42.01392,-87.8151,2137
41.93892,-87.8101,2111
41.94392,-87.8101,2090
41.94892,-87.8101,2078
41.97892,-87.8101,1818
41.98392,-87.8101,1801
41.98892,-87.8101,1915
41.99392,-87.8101,1923
41.99892,-87.8101,1950
42.00392,-87.8101,2057
42.00892,-87.8101,2105
42.01392,-87.8101,2128
41.90892,-87.8051,1639
41.91392,-87.8051,1713
41.91892,-87.8051,1806
41.92392,-87.8051,1822
41.92892,-87.8051,1935
41.93392,-87.8051,2000
41.93892,-87.8051,2115
41.94392,-87.8051,2064
41.94892,-87.8051,2048
41.95392,-87.8051,1961
41.96892,-87.8051,1877
41.97392,-87.8051,1873
41.97892,-87.8051,1759
41.98392,-87.8051,1812
41.98892,-87.8051,1891
41.99392,-87.8051,1909
41.99892,-87.8051,1965
41.77392,-87.8001,1319
41.77892,-87.8001,1272
41.78392,-87.8001,1194
41.78892,-87.8001,1171
41.79392,-87.8001,1109
41.91392,-87.8001,1762
41.91892,-87.8001,1835
41.92392,-87.8001,1896
41.92892,-87.8001,1966
41.93392,-87.8001,2041
41.93892,-87.8001,2080
41.94392,-87.8001,2018
41.94892,-87.8001,1996
41.95392,-87.8001,1983
41.96892,-87.8001,1904
41.97392,-87.8001,1819
41.97892,-87.8001,1791
41.98392,-87.8001,1788
41.98892,-87.8001,1885
41.99392,-87.8001,1881
41.99892,-87.8001,2009
41.77392,-87.7951,1354
41.77892,-87.7951,1376
41.78392,-87.7951,1259
41.78892,-87.7951,1219
41.79392,-87.7951,1167
41.79892,-87.7951,1209
41.91392,-87.7951,1747
41.91892,-87.7951,1809
41.92392,-87.7951,1838
41.92892,-87.7951,1932
41.93392,-87.7951,2003
41.93892,-87.7951,2031
41.94392,-87.7951,1957
41.94892,-87.7951,1963
41.95392,-87.7951,2084
41.95892,-87.7951,1896
41.96892,-87.7951,1843
41.97392,-87.7951,1784
41.97892,-87.7951,1777
41.98392,-87.7951,1790
41.98892,-87.7951,1767
41.99392,-87.7951,1899
41.99892,-87.7951,1960
41.77392,-87.7901,1384
41.77892,-87.7901,1411
41.78392,-87.7901,1326
41.78892,-87.7901,1286
41.79392,-87.7901,1230
41.79892,-87.7901,1259
41.91392,-87.7901,1751
41.91892,-87.7901,1755
41.92392,-87.7901,1908
41.92892,-87.7901,1880
41.93392,-87.7901,2027
41.93892,-87.7901,2001
41.94392,-87.7901,1892
41.94892,-87.7901,1843
41.95392,-87.7901,1911
41.95892,-87.7901,1888
41.96892,-87.7901,1815
41.97392,-87.7901,1731
41.97892,-87.7901,1754
41.98392,-87.7901,1773
41.98892,-87.7901,1813
41.99392,-87.7901,1880
41.99892,-87.7901,1925
41.77892,-87.7851,1373
41.78392,-87.7851,1379
41.78892,-87.7851,1323
41.79392,-87.7851,1269
41.79892,-87.7851,1284
41.91392,-87.7851,1655
41.91892,-87.7851,1715
41.92392,-87.7851,1770
41.92892,-87.7851,1871
41.93392,-87.7851,1990
41.93892,-87.7851,1941
41.94392,-87.7851,1896
41.94892,-87.7851,1854
41.95392,-87.7851,1801
41.95892,-87.7851,1826
41.96392,-87.7851,1815
41.96892,-87.7851,1781
41.97392,-87.7851,1730
41.97892,-87.7851,1721
41.98392,-87.7851,1748
41.98892,-87.7851,1832
41.99392,-87.7851,1832
41.99892,-87.7851,1900
42.00892,-87.7851,1962
41.77892,-87.7801,1333
41.78392,-87.7801,1446
41.78892,-87.7801,1344
41.79392,-87.7801,1251
41.79892,-87.7801,1187
41.91392,-87.7801,1653
41.91892,-87.7801,1682
41.92392,-87.7801,1781
41.92892,-87.7801,1813
41.93392,-87.7801,1899
41.93892,-87.7801,1890
41.94392,-87.7801,1833
41.94892,-87.7801,1824
41.95392,-87.7801,1799
41.95892,-87.7801,1766
41.96392,-87.7801,1774
41.96892,-87.7801,1695
41.97392,-87.7801,1672
41.97892,-87.7801,1718
41.98392,-87.7801,1786
41.98892,-87.7801,1778
41.99392,-87.7801,1915
41.96392,-87.7801,1774
41.96892,-87.7801,1695
41.97392,-87.7801,1672
41.97892,-87.7801,1718
41.98392,-87.7801,1786
41.98892,-87.7801,1778
41.99392,-87.7801,1915
41.99892,-87.7801,1788
42.00392,-87.7801,1938
42.00892,-87.7801,2003
41.77892,-87.7751,1332
41.78392,-87.7751,1409
41.78892,-87.7751,1268
41.79392,-87.7751,1181
41.79892,-87.7751,1149
41.89392,-87.7751,1344
41.89892,-87.7751,1405
41.90392,-87.7751,1492
41.90892,-87.7751,1543
41.91392,-87.7751,1581
41.91892,-87.7751,1676
41.92392,-87.7751,1700
41.92892,-87.7751,1777
41.93392,-87.7751,1858
41.93892,-87.7751,1797
41.94392,-87.7751,1792
41.94892,-87.7751,1770
41.95392,-87.7751,1755
41.95892,-87.7751,1730
41.96392,-87.7751,1716
41.96892,-87.7751,1685
41.97392,-87.7751,1636
41.97892,-87.7751,1671
41.98392,-87.7751,1789
41.98892,-87.7751,1813
41.99392,-87.7751,1895
41.99892,-87.7751,1766
42.00392,-87.7751,1919
42.00892,-87.7751,1954
41.77892,-87.7701,1254
41.78392,-87.7701,1336
41.78892,-87.7701,1257
41.79392,-87.7701,1170
41.79892,-87.7701,1110
41.86892,-87.7701,1147
41.87392,-87.7701,1200
41.87892,-87.7701,1216
41.88392,-87.7701,1319
41.88892,-87.7701,1387
41.89392,-87.7701,1402
41.89892,-87.7701,1543
41.90392,-87.7701,1548
41.90892,-87.7701,1588
41.91392,-87.7701,1649
41.91892,-87.7701,1711
41.92392,-87.7701,1703
41.92892,-87.7701,1795
41.93392,-87.7701,1863
41.93892,-87.7701,1754
41.94392,-87.7701,1759
41.94892,-87.7701,1726
41.95392,-87.7701,1714
41.95892,-87.7701,1718
41.96392,-87.7701,1657
41.96892,-87.7701,1647
41.97392,-87.7701,1634
41.97892,-87.7701,1689
41.98392,-87.7701,1711
41.98892,-87.7701,1772
41.99392,-87.7701,1797
41.99892,-87.7701,1760
42.00392,-87.7701,1854
41.77892,-87.7651,1259
41.78392,-87.7651,1263
41.78892,-87.7651,1238
41.79392,-87.7651,1154
41.79892,-87.7651,1069
41.86892,-87.7651,1149
41.87392,-87.7651,1076
41.87892,-87.7651,1150
41.88392,-87.7651,1215
41.88892,-87.7651,1272
41.89392,-87.7651,1325
41.89892,-87.7651,1420
41.90392,-87.7651,1479
41.90892,-87.7651,1518
41.91392,-87.7651,1612
41.91892,-87.7651,1616
41.92392,-87.7651,1730
41.92892,-87.7651,1778
41.93392,-87.7651,1815
41.93892,-87.7651,1732
41.94392,-87.7651,1719
41.94892,-87.7651,1667
41.95392,-87.7651,1582
41.95892,-87.7651,1638
41.96392,-87.7651,1632
41.96892,-87.7651,1607
41.97392,-87.7651,1649
41.97892,-87.7651,1707
41.98392,-87.7651,1686
41.98892,-87.7651,1783
41.99392,-87.7651,1704
41.99892,-87.7651,1753
42.00392,-87.7651,1841
41.77892,-87.7601,1192
41.78392,-87.7601,1261
41.78892,-87.7601,1294
41.79392,-87.7601,1125
41.79892,-87.7601,1076
41.86892,-87.7601,1081
41.87392,-87.7601,1168
41.87892,-87.7601,1263
41.88392,-87.7601,1298
41.88892,-87.7601,1349
41.89392,-87.7601,1437
41.89892,-87.7601,1472
41.90392,-87.7601,1552
41.90892,-87.7601,1607
41.91392,-87.7601,1686
41.91892,-87.7601,1715
41.92392,-87.7601,1686
41.92892,-87.7601,1779
41.93392,-87.7601,1773
41.93892,-87.7601,1704
41.94392,-87.7601,1679
41.94892,-87.7601,1655
41.95392,-87.7601,1610
41.95892,-87.7601,1586
41.96392,-87.7601,1616
41.96892,-87.7601,1508
41.97392,-87.7601,1627
41.97892,-87.7601,1639
41.98392,-87.7601,1827
41.98892,-87.7601,1670
41.99392,-87.7601,1674
41.99892,-87.7601,1764
41.77892,-87.7551,1152
